provider_name,provider_type,state,description,email,contact_number,address,website,payment_method,payment_details
South Gippsland Shire Council,LGA,VIC,Order the Council Land Information Certificate from South Gippsland Shire Council for a property in South Gippsland Shire.,info@southgippsland.vic.gov.au,,South Gippsland Shire,https://www.southgippsland.vic.gov.au,,
Southern Downs Regional Council,LGA,QLD,Order the Rates: Standard search from Southern Downs Regional Council.,info@southerndowns.qld.gov.au,,Southern Downs Regional,https://www.southerndowns.qld.gov.au,,
Southern Grampians Shire Council,LGA,VIC,Order the Council Land Information Certificate from Southern Grampians Shire Council for a property in Southern Grampians Shire.,info@southerngrampians.vic.gov.au,,Southern Grampians Shire,https://www.southerngrampians.vic.gov.au,,
Southern Rural Water,Utility,VIC,Southern Rural Water — rural water corporation for southern Victoria.,srw@srw.com.au,1300 139 510,Southern Rural,https://www.srw.com.au,,
SPD Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from SPD Pty Ltd for a Victorian property.,,,,,,
Spire Owners Corporation Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Spire Owners Corporation Management for a Victorian property.,,,,,,
Spring & Parks Pty Ltd,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from Spring & Parks Pty Ltd for a Victorian property.,,,,,,
Springthorpe Management Services Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Springthorpe Management Services Pty Ltd for a Victorian property.,,,,,,
SRO,State_government,VIC,State Revenue Office Victoria — land tax and duties certificates.,sro@sro.vic.gov.au,13 21 61,,https://www.sro.vic.gov.au,,
SSKB Strata Managers,BodyCorp,VIC,Order the Owners Corporation Certificate from SSKB Strata Managers for a Victorian property.,,,,,,
St Anthony's Body Corporate,BodyCorp,VIC,Order the Owners Corporation Certificate from St Anthony's Body Corporate for a Victorian property.,,,,,,
St Dane OC Management,BodyCorp,VIC,Order the Owners Corporation Certificate from St Dane OC Management for a Victorian property.,,,,,,
St Dane OC Management Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from St Dane OC Management Pty Ltd for a Victorian property.,,,,,,
STA Lawyers,BodyCorp,VIC,Order the Owners Corporation Certificate from STA Lawyers for a Victorian property.,,,,,,
Stacey Warren-Smith,BodyCorp,VIC,Order the Owners Corporation Certificate from Stacey Warren-Smith for a Victorian property.,,,,,,
Stage 2 Illawong Services Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Stage 2 Illawong Services Pty Ltd for a Victorian property.,,,,,,
Stan Cutler,BodyCorp,VIC,Order the OC Treasurer - Owners Corporation Certificate from Stan Cutler for a Victorian property.,,,,,,
Star Business Solutions,BodyCorp,VIC,Order the Owners Corporation Certificate from Star Business Solutions for a Victorian property.,,,,,,
State Forests of NSW City Council,LGA,NSW,Order the State Forests of NSW from State Forests of NSW City Council.,info@stateforestsofnsw.nsw.gov.au,,State Forests of NSW,https://www.stateforestsofnsw.nsw.gov.au,,
State Revenue Office,State_government,VIC,State Revenue Office Victoria — land tax and duties certificates.,sro@sro.vic.gov.au,13 21 61,,https://www.sro.vic.gov.au,,
Sterling Properties,BodyCorp,VIC,Order the Glen Waverley - Owners Corporation Certificate from Sterling Properties for a Victorian property.,,,,,,
Sterling Properties Owners Corporation,BodyCorp,VIC,Order the Owners Corporation Certificate from Sterling Properties Owners Corporation for a Victorian property.,,,,,,
Stewart Silver King & Burns,BodyCorp,VIC,Order the Owners Corporation Certificate from Stewart Silver King & Burns for a Victorian property.,,,,,,
Stockdale & Leggo,BodyCorp,VIC,Order the Bundoora - Owners Corporation Certificate from Stockdale & Leggo for a Victorian property.,,,,,,
Stockdale & Leggo (Numurkah),BodyCorp,VIC,Order the Owners Corporation Certificate from Stockdale & Leggo (Numurkah) for a Victorian property.,,,,,,
Stockdale and Leggo,BodyCorp,VIC,Order the Ballarat - Owners Corporation Certificate from Stockdale and Leggo for a Victorian property.,,,,,,
Stonnington City Council,LGA,VIC,Order the Council Land Information Certificate - Standard Service from Stonnington City Council for a property in Stonnington City.,council@stonnington.vic.gov.au,03 8290 1333,Stonnington City,https://www.stonnington.vic.gov.au,,
Strata Angels,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from Strata Angels for a Victorian property.,,,,,,
Strata Base Owners Corporation,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata Base Owners Corporation for a Victorian property.,,,,,,
Strata Co,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata Co for a Victorian property.,,,,,,
Strata Community Managers,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata Community Managers for a Victorian property.,,,,,,
Strata Connect,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata Connect for a Victorian property.,,,,,,
Strata Connect Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata Connect Pty Ltd for a Victorian property.,,,,,,
Strata Data,BodyCorp,VIC,Order the Civium - Owners Corporation Certificate from Strata Data for a Victorian property.,,,,,,
Strata Data Group,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata Data Group for a Victorian property.,,,,,,
Strata Data Group Melbourne,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata Data Group Melbourne for a Victorian property.,,,,,,
Strata East Body Corporate Services,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata East Body Corporate Services for a Victorian property.,,,,,,
Strata Equity,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata Equity for a Victorian property.,,,,,,
Strata Equity Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata Equity Management for a Victorian property.,,,,,,
Strata Management Australia,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata Management Australia for a Victorian property.,,,,,,
Strata Management Victoria,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata Management Victoria for a Victorian property.,,,,,,
Strata Minders,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata Minders for a Victorian property.,,,,,,
Strata OCM,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata OCM for a Victorian property.,,,,,,
Strata Perform,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata Perform for a Victorian property.,,,,,,
Strata Plan,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from Strata Plan for a Victorian property.,,,,,,
Strata Plan 24490S,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata Plan 24490S for a Victorian property.,,,,,,
Strata Plan Pty Ltd,BodyCorp,VIC,Order the Urgent within 3-5 days Owners Corporation Certificate from Strata Plan Pty Ltd for a Victorian property.,,,,,,
Strata Prime,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata Prime for a Victorian property.,,,,,,
Strata Score Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata Score Pty Ltd for a Victorian property.,,,,,,
Strata Solutions Geelong,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata Solutions Geelong for a Victorian property.,,,,,,
Strata Solutions Geelong Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata Solutions Geelong Pty Ltd for a Victorian property.,,,,,,
Strata Title Property Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata Title Property Management for a Victorian property.,,,,,,
Strata Unit Underwriters,BodyCorp,VIC,Order the Owners Corporation Certificate from Strata Unit Underwriters for a Victorian property.,,,,,,
Stratabase,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from Stratabase for a Victorian property.,,,,,,
Stratablox Pty Ltd,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from Stratablox Pty Ltd for a Victorian property.,,,,,,
Strataco Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Strataco Pty Ltd for a Victorian property.,,,,,,
Strataease,BodyCorp,VIC,Order the Owners Corporation Certificate - Urgent Owners Corporation Certificate - within 2 business days from Strataease for a Victorian property.,,,,,,
Stratagised Concepts Group Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Stratagised Concepts Group Pty Ltd for a Victorian property.,,,,,,
Stratapoint,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from Stratapoint for a Victorian property.,,,,,,
Strataway Body Corporation Strata Group,BodyCorp,VIC,Order the Owners Corporation Certificate from Strataway Body Corporation Strata Group for a Victorian property.,,,,,,
Strataway Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Strataway Pty Ltd for a Victorian property.,,,,,,
Strataworld (Vic) Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Strataworld (Vic) Pty Ltd for a Victorian property.,,,,,,
Strataworld Pty Ltd,BodyCorp,VIC,Order the Port Melbourne - Owners Corporation Certificate from Strataworld Pty Ltd for a Victorian property.,,,,,,
Strathbogie Shire Council,LGA,VIC,Order the Council Land Information Certificate from Strathbogie Shire Council for a property in Strathbogie Shire.,info@strathbogie.vic.gov.au,,Strathbogie Shire,https://www.strathbogie.vic.gov.au,,
Strathfield City Council,LGA,NSW,Order the Outstanding Notices S.735A from Strathfield City Council.,council@strathfield.nsw.gov.au,02 9748 9999,Strathfield,https://www.strathfield.nsw.gov.au,,
Stratmann & Co Lawyers,BodyCorp,VIC,Order the Owners Corporation Certificate from Stratmann & Co Lawyers for a Victorian property.,,,,,,
Strzelecki Realty,BodyCorp,VIC,Order the Owners Corporation Certificate from Strzelecki Realty for a Victorian property.,,,,,,
Stuart & Whitelaw Accountants,BodyCorp,VIC,Order the Owners Corporation Certificate from Stuart & Whitelaw Accountants for a Victorian property.,,,,,,
Stuart Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Stuart Real Estate for a Victorian property.,,,,,,
Sunbury Village Management Services,BodyCorp,VIC,Order the Owners Corporation Certificate from Sunbury Village Management Services for a Victorian property.,,,,,,
Sunshine Coast Regional Council,LGA,QLD,Order the Rates: Certificate from Sunshine Coast Regional Council.,mail@sunshinecoast.qld.gov.au,07 5475 7272,Sunshine Coast Regional,https://www.sunshinecoast.qld.gov.au,,
Sunshine Owners Corporation Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Sunshine Owners Corporation Pty Ltd for a Victorian property.,,,,,,
Surf Coast Shire Council,LGA,VIC,Order the Council Land Information Certificate from Surf Coast Shire Council for a property in Surf Coast Shire.,info@surfcoast.vic.gov.au,,Surf Coast Shire,https://www.surfcoast.vic.gov.au,,
Surf Coast Shire Council -Stormwater Legal Point of Discharge City Council,LGA,VIC,Order the Surf Coast Shire Council -Stormwater Legal Point of Discharge from Surf Coast Shire Council -Stormwater Legal Point of Discharge City Council for a property in Surf Coast Shire Council -Stormwater Legal Point of Discharge.,info@surfcoastshirecouncilstormwaterlegalpointofdischarge.vic.gov.au,,Surf Coast Shire Council -Stormwater Legal Point of Discharge,https://www.surfcoastshirecouncilstormwaterlegalpointofdischarge.vic.gov.au,,
Surfside Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Surfside Real Estate for a Victorian property.,,,,,,
Susan Hogan,BodyCorp,VIC,Order the Owners Corporation Certificate from Susan Hogan for a Victorian property.,,,,,,
Sutherland Shire Council,LGA,NSW,Order the Outstanding Notices S.735A & 121ZP from Sutherland Shire Council.,ssc@ssc.nsw.gov.au,02 9710 0333,Sutherland Shire,https://www.sutherlandshire.nsw.gov.au,,
Sutton Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Sutton Real Estate for a Victorian property.,,,,,,
Swan Hill Rural City Council,LGA,VIC,Order the Council Land Information Certificate from Swan Hill Rural City Council for a property in Swan Hill Rural City.,info@swanhillrural.vic.gov.au,,Swan Hill Rural City,https://www.swanhillrural.vic.gov.au,,
SY Owners Corporation,BodyCorp,VIC,Order the Owners Corporation Certificate from SY Owners Corporation for a Victorian property.,,,,,,
Sydney City Council,LGA,NSW,Order the Outstanding Notices S.735A & 121ZP from Sydney City Council.,customercare@cityofsydney.nsw.gov.au,02 9265 9333,Sydney,https://www.cityofsydney.nsw.gov.au,,
Sydney Water,Utility,NSW,Sydney Water — water and wastewater utility for Greater Sydney.,customerservice@sydneywater.com.au,13 20 92,,https://www.sydneywater.com.au,,
T M Strata Pty Ltd,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from T M Strata Pty Ltd for a Victorian property.,,,,,,
T.C.P. Management,BodyCorp,VIC,Order the Owners Corporation Certificate from T.C.P.,,,,,,
Tablelands Regional Council,LGA,QLD,Order the Rates: General Rates search from Tablelands Regional Council.,info@tablelands.qld.gov.au,,Tablelands Regional,https://www.tablelands.qld.gov.au,,
Tamworth Regional Council,LGA,NSW,Order the Outstanding Notices S.121ZP from Tamworth Regional Council.,trc@tamworth.nsw.gov.au,02 6767 5555,Tamworth Regional,https://www.tamworth.nsw.gov.au,,
TBK Property Managers,BodyCorp,VIC,Order the Owners Corporation Certificate from TBK Property Managers for a Victorian property.,,,,,,
Teka & Carson Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Teka & Carson Pty Ltd for a Victorian property.,,,,,,
Telco,Utility,VIC,Order the Cable Search - VIC from Telco for a property in Victoria.,,,Victoria,,,
Temora City Council,LGA,NSW,Order the Noxious Weeds Certificate from Temora City Council.,info@temora.nsw.gov.au,,Temora,https://www.temora.nsw.gov.au,,
Tenterfield City Council,LGA,NSW,Order the Noxious Weeds Certificate from Tenterfield City Council.,info@tenterfield.nsw.gov.au,,Tenterfield,https://www.tenterfield.nsw.gov.au,,
Terry Spicer Owners Corporation 7567,BodyCorp,VIC,Order the Owners Corporation Certificate from Terry Spicer Owners Corporation 7567 for a Victorian property.,,,,,,
Teska & Carson Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Teska & Carson Pty Ltd for a Victorian property.,,,,,,
Teska and Carson Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Teska and Carson Pty Ltd for a Victorian property.,,,,,,
Teska Carson Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Teska Carson Pty Ltd for a Victorian property.,,,,,,
